candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks,state,year,winner,so_do,age,address,profession,spouse_profession,party_eci
AMIT RANA,http://myneta.info/bih2005/candidate.php?candidate_id=62,Gopalpur,RJD,0,Graduate,927219,0,927219,151,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,RAVINDRA KUMAR  RANA,29,"VILL.& PO. NARAYANPUR, DIST. BHAGALPUR",,,Rashtriya Janata Dal
AMITESH CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1843,Phulwari,IND,0,Graduate,0,0,0,193,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Vamal Narayan Chaudary,35,"Vidya Pati Colony, Back of Museu, Patna",,,Independent
AMJAD ALI,http://myneta.info/bih2005/candidate.php?candidate_id=1873,Purnea,IND,0,Literate,60000,0,60000,139,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Faizuddin Shaikh,63,"Paika Gola, Chandi, Po. Rani Patra, P.S. Muffusil, Dist. Purnea",,,Independent
AMRENDAR KUMAR PATHAK,http://myneta.info/bih2005/candidate.php?candidate_id=1598,Madhepur,JD(S),0,Post Graduate,405000,0,405000,83,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Uday Kant Pathak,39,"Vill.,Po. & P.S. Bheja, Dist. Madhubani",,,Janata Dal (Secular)
AMRENDRA KUMAR AMAR,http://myneta.info/bih2005/candidate.php?candidate_id=509,Bachwara,BJP,0,Post Graduate,3064000,0,3064000,107,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Brajnandan Ray,34,"Lohianagar, Ward No.-15, District - Begusarai",,,Bharatiya Janata Party
AMRENDRA KUMAR PANDEY,http://myneta.info/bih2005/candidate.php?candidate_id=149,Kateya,BSP,1,12th Pass,1876099,56665,1819434,21,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,true,Shri Ramashis Pandey,30,Panditpura Tulsiya,,,Bahujan Samaj Party
AMRENDRA KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2011,Sheohar,IND,0,Graduate,656000,30000,626000,66,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Hari Kishor Singh,30,"Gr.Maksudpur, Karriya, Thana Shaympur, Marhanja, Sheohar",,,Independent
AMRENDRA PRATAP SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=71,Arrah,BJP,2,Graduate,1009520,23173,986347,198,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,true,Bihari ji Singh,55,"VILLAGE AND POST.-CHOUGAIN, BUXAR",,,Bharatiya Janata Party
AMRENDRA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=502,Atri,LJP,0,Graduate,1196600,51000,1145600,238,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Rama Nanad Singh,NaN,"VILLAGE AND POST-NAILI, DISTT.-GAYA",,,Lok Janshakti Party
AMZAD HUSSAIN ANWAR,http://myneta.info/bih2005/candidate.php?candidate_id=422,Sonbarsa,BSP,0,Graduate,1404900,0,1404900,121,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,ANWARUL HACK,39,"RAJUPATTI NAGAR PRISAD WARD NO. 19, SONBARSA",,,Bahujan Samaj Party
ANAND BHUSHAN PANDEY,http://myneta.info/bih2005/candidate.php?candidate_id=180,Bhabhua,BJP,0,Graduate,365000,12047,352953,212,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Sheo Parashan Panday,29,"Village + P.O. + P.S. Bhagwanpur, Distt. Kaimur",,,Bharatiya Janata Party
ANAND KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=908,Karakat,RJD,1,10th Pass,1229,0,1229,207,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Ganga Singh,35,"Ward No. 12, Village - Muhalla - Harihar Ganj, Distt. Rohtas",,,Rashtriya Janata Dal
ANAND MOHAN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=354,Nokha,RJD,0,12th Pass,1564000,563335,1000665,216,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Jangi Singh Choudhary,36,"Village - akashi, P.O. Mokar, Distt. Rohtas",,,Rashtriya Janata Dal
ANAND SAHU,http://myneta.info/bih2005/candidate.php?candidate_id=1228,Brahmpur,IND,0,10th Pass,125990,0,125990,200,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Pravesh Sahu,30,"Vi. & Po. Akauna, P.S. Sigadi, Dist. Buxor",,,Independent
ANANDI PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1050,Sikti,NCP,2,12th Pass,656605,55326,601279,131,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Besri Yadav,48,"Pakri (Parwatta), PS.Kanta, Dist.Araria",,,Nationalist Congress Party
ANANT KUMAR SATYARTHI,http://myneta.info/bih2005/candidate.php?candidate_id=249,Kharagpur,JD(U),0,Graduate,1391500,133200,1258300,162,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,Jagdish Yadav,55,"Village - Pokhariya, Po. + Thana- H. Khadagpur Distt. Munger",,,Janata Dal (United)
ANANT LAL MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1054,Sikti,IND,0,12th Pass,20000,2000,18000,131,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Prasad Mandal,54,"Village Lathuand PS Sikti, Dist.Araria",,,Independent
ANIL CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=49,Cheria Bariarpur,LJP,0,12th Pass,501000,25437,475563,108,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,Shri Banarasi Choudhary,53,"Village + P.O. Pakra, Distt. Begusarai",,,Lok Janshakti Party
ANIL DAS,http://myneta.info/bih2005/candidate.php?candidate_id=1175,Sultanganj,IND,0,8th Pass,26000,0,26000,153,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram,29,Garm Kumetha Station Bab Jilla Bhagalpur,,,Independent
ANIL KR. DAS,http://myneta.info/bih2005/candidate.php?candidate_id=939,Parsa,BSP,4,10th Pass,138550,0,138550,43,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,SHANKAR DAS,33,"CHETAN PARSA, District - Sheikhpura",,,Bahujan Samaj Party
ANIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=2122,Raghopur,IND,0,Post Graduate,950000,0,950000,110,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Haridayal Mehta,36,"At Baisi, Po. Dumri, Via Karjain Bazar, Dist. Supoul",,,Independent
ANIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=151,Bhore,RJD,0,Graduate,2909953,120000,2789953,22,SC,NA,NA,,true,false,Male,,,,,,Bihar,2005,true,Lt. Chandrika Ram,39,"BAJUDIH, MAHUAA, DISTT.- GOPALGANJ",,,Rashtriya Janata Dal
ANIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1774,Bikram,IND,0,Graduate,105000,0,105000,194,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Lakhan Singh,37,"Post.Gorakhri,P.S. Bikram, Dis.Patna",,,Independent
ANIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=305,Bikram,BJP,0,Graduate,3147000,415656,2731344,194,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,true,SURESH KUMAR SINGH,47,"VILL+PO-AMHARA , PS-BIHAR, DIST-PATNA",,,Bharatiya Janata Party
ANIL KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1570,Madhepura,IND,0,8th Pass,220000,0,220000,120,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Parmanand Thakur,34,"Ward No.7, Adarshnagar, Madhepura, Po. & P.S. Via & Dist. Madhepura",,,Independent
ANIL KUMAR (AKOUNA BAZAR),http://myneta.info/bih2005/candidate.php?candidate_id=1734,Nawada,IND,0,Literate,225150,0,225150,239,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Bundi Lal,37,"Gr.and Po.Akauna Bazar, Dist.Nawada",,,Independent
ANIL KUMAR (PANTI),http://myneta.info/bih2005/candidate.php?candidate_id=1739,Nawada,IND,0,Literate,132000,0,132000,239,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Dashrath Yadav,32,"Gr.Pantra, Po.Rajhat, Thana Arwal, Dist.Nawada",,,Independent
ANIL KUMAR BHASKAR,http://myneta.info/bih2005/candidate.php?candidate_id=612,Chhatapur,BSP,0,12th Pass,175500,0,175500,114,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shri Jahuri Lal,31,"Gualparg P.S.-Chhatapur,(Supaul 
)",,,Bahujan Samaj Party
ANIL KUMAR CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1284,Manigachhi,IND,0,10th Pass,254500,1400,253100,84,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Devanand Chaudhary,31,"Gram.Lagma Rambhadrapur Post Lagma Sakatpur, Dist. Darbhanga",,,Independent
ANIL KUMAR MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=1969,Garkha,IND,0,8th Pass,60000,0,60000,42,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Devnath Manjhi,27,"Zanki Nagar Thana,Garkha-Jilla-Saran",,,Independent
ANIL KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2071,Darauli,IND,1,Graduate,240000,49000,191000,31,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,MADAN SINGH,27,"VILL-P.B-SANTHI,DIST-SIWAN",,,Independent
Anil Kumar Singh,http://myneta.info/bih2005/candidate.php?candidate_id=983,Begusarai : Bye-election on 15-09-2009,NCP,2,10th Pass,29529000,520000,29009000,105,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,false,Hira Babu,57,"Janki Nivas,Trafic Chowk,Begusarai",,,Nationalist Congress Party
ANIL KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=790,Tarapur,LJP,0,12th Pass,1240000,353000,887000,161,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Sri Gobardhan Singh,36,"Village - Manikpur, Tola - Narayanpur, Distt. Munger",,,Lok Janshakti Party
ANIL KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1118,Amarpur,SP,0,Graduate,91000,0,91000,154,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Kirti Narayan Singh,46,"Vill.Chatma Bajar Post.Chatmadih ,P.S.Shambhganj ,Dist.Banka",,,Samajwadi Party
ANIL KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=326,Barh,RJD,1,12th Pass,2727740,139635,2588105,184,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,KRISHNA SINGH,49,"VILL. MACHADEVCHAK, PS. BHADAUR, DIST. PATNA",,,Rashtriya Janata Dal
ANIL KUMAR SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=1838,Patna West,IND,0,Post Graduate,435300,2500,432800,188,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Nageshwar Prasad,52,"Sinhokutr, East Lohanpur, Kashinath, Patna-3",,,Independent
ANIL KUMAR YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=4,Narpatganj,RJD,0,Graduate,4407500,366672,4040828,128,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Late Singhshwar Pd. Yadav,47,"khagunhat, menigang, Araria",,,Rashtriya Janata Dal
ANIL MANI TRIPATHI,http://myneta.info/bih2005/candidate.php?candidate_id=618,Darauli,BSP,0,Post Graduate,942850,0,942850,31,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Chandeshwar Tiwary,31,"VILLAGE AND POST-JAY JOR, THANA- ANDAR, DISTT.- SIWAN",,,Bahujan Samaj Party
ANIL RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1976,Manjhi,IND,0,10th Pass,60000,46000,14000,35,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Banshi Ram,37,"Vill. Koura Dhoura, Po. & P.S.Manjhi, Dist. Saran",,,Independent
ANIL SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=301,Hisua,BJP,6,Not Given,1700000,110000,1590000,243,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,true,Ram Sharan Singh,35,"FULSA, NEMDARGANJ, AKBARPUR",,,Bharatiya Janata Party
ANIL SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=599,Chandi,NCP,0,Graduate,2165863,314130,1851733,181,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Ram Raj Singh,46,"Chandi , District - Nalanda",,,Nationalist Congress Party
ANIRUDDHA PRASAD YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=445,Kishunpur,JD(U),0,12th Pass,2698495,0,2698495,111,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,true,MAHERAJEE YADAV,56,"VILLAGE- CHANDPIPAR, P.S-CHANDPIPAR, DIST-SUPAUL",,,Janata Dal (United)
ANIRUDH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=324,Bakhtiarpur,RJD,3,12th Pass,10364000,285475,10078525,185,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,RAJENDRA SINGH,35,"VILL. HIDAYATPUR, PO. KARAUTA DT. PATNA",,,Rashtriya Janata Dal
ANIRUDH SAHANI,http://myneta.info/bih2005/candidate.php?candidate_id=713,Gobindganj,RJD,0,12th Pass,1440000,0,1440000,20,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shri Inderdev Sahani,45,District - East Champaran,,,Rashtriya Janata Dal
ANIS AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=228,Laukaha,RJD,0,Graduate,1426800,180000,1246800,82,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,MD. AQUIL,61,VILL & PO BARKATHA DIST MADHUBANI,,,Rashtriya Janata Dal
ANISH KR.  DWIVEDI,http://myneta.info/bih2005/candidate.php?candidate_id=1410,Gopalganj,ABHM,1,10th Pass,235000,27000,208000,24,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Suresh Dwivedi,31,"Vill. Rajokha, Po. Manikpur, P.S. & Dist. Gopalganj",,,Akhil Bharat Hindu Mahasabha
ANITA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=450,Tribeniganj,RJD,0,Post Graduate,2389096,25000,2364096,113,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,RAJ KISHORE YADAV,49,"TRIBENIGANJ, DIST. SUPAUL",,,Rashtriya Janata Dal
ANITA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=792,Kharagpur,LJP,0,5th Pass,334000,0,334000,162,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Sukdeo Yadav,40,"Village - Mahadevpur, P.O. + P.S. - Kharagpur, District - Munger",,,Lok Janshakti Party
ANITA KUMARI,http://myneta.info/bih2005/candidate.php?candidate_id=1831,Patna West,CPI(ML)(L),1,Post Graduate,401647,0,401647,188,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Arvind Kumar Singh,37,303 Gaurishankar Apartment Karjee Patna 800010,,,Communist Party of India (Marxist-Leninist) (Liberation)
Anita Ram,http://myneta.info/bih2005/candidate.php?candidate_id=979,Warisnagar : Bye-election on 10-09-2009,INC,0,Graduate,1595394,0,1595394,94,SC,NA,NA,,true,false,Female,,,,,,Bihar,2005,false,Bhupneswar Ram,34,"Kashipur Ward No 7.,Thana-Nagar ,Samstipur",,,Indian National Congress
ANJANI SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=862,Vaishali,LJP,0,10th Pass,2188946,24404,2164542,52,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Suresh Prasad Singh,34,"VILLAGE.-KHARJAUL VAJIRPUR, POST-MANTRALAY, District - Vaishali",,,Lok Janshakti Party
ANJJANI KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=655,Kurtha,LJP,0,Graduate,750000,0,750000,225,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Kanahaiya Singh,33,"Kurtha , District - Arwal",,,Lok Janshakti Party
ANKLESH GIRI,http://myneta.info/bih2005/candidate.php?candidate_id=1225,Brahmpur,SHS,0,Post Graduate,220000,24000,196000,200,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Sambha Giri,NaN,Vill. Po. & P.S. Brehampur,,,Shivsena
ANMARESH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1161,Gopalpur,PTSS,0,Graduate,150000,0,150000,151,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Rajendra Yadav,60,Gram Saghuva P.S. Gopalpur Dist. Bhagalpur,,,Proutist Sarva Samaj Party
ANOOP LAL GUPTA,http://myneta.info/bih2005/candidate.php?candidate_id=1516,Chautham,IND,0,10th Pass,811000,0,811000,164,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Prasad Gupta,54,"Gram. & Post Nirpur, P.S. Chautham, Dist. Khagaria",,,Independent
ANUJ SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1072,Kurtha,IND,0,Graduate,50000,0,50000,225,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Krishna Singh,30,"Vill.Nahtana, Po.Mamta Her, Dist.Arwal",,,Independent
ANURADHA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=642,Dumraon,BSP,0,Literate,3399900,0,3399900,203,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Sanjay Kumar Tiwary,35,"Village- Koran Sarai, District - Buxor",,,Bahujan Samaj Party
ANWAR ALI KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=715,Gurua,LJP,11,10th Pass,1459880,0,1459880,234,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Abdul Jabbar Khan,38,"P.S. - Aamas, Dist. - Gaya",,,Lok Janshakti Party
ANWAR HUSSAIN,http://myneta.info/bih2005/candidate.php?candidate_id=1058,Arwal,CPI(ML)(L),0,Graduate,7400,0,7400,224,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Sulaiman Ansari,NaN,"Vill. Rampur Nagwan, Po.Paliganj, P.S.Paliganj, Dist.Patna",,,Communist Party of India (Marxist-Leninist) (Liberation)
ANZAR AHMAD KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=779,Jhanjharpur,LJP,0,10th Pass,85000,6000,79000,80,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Mustaque Ahmad Khan,37,"VILLAGE AND POST.-TULAPADGANJ, Jhanjharpur, District - Madhubani",,,Lok Janshakti Party
AQUIL AHMAD,http://myneta.info/bih2005/candidate.php?candidate_id=917,Mahishi,LJP,0,12th Pass,33485,0,33485,118,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Jamil ahmad,34,"Village + P.O. - Arapatti, District - Saharsa",,,Lok Janshakti Party
AQUIL HAIDER,http://myneta.info/bih2005/candidate.php?candidate_id=316,Patna Central,NCP,0,Graduate,651769,0,651769,189,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Late Shafi  Haider,59,"Raod No. 8, rajendra Nagar Patna",,,Nationalist Congress Party
ARBIND SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1131,Bachwara,IND,3,Graduate,3213000,313000,2900000,107,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,false,Upendra Singh,39,"Gr. Jahaunpur, Arva Po. Baghdaha Thana Mathihani, Dist.Begusarai",,,Independent
ARJUN  RAY,http://myneta.info/bih2005/candidate.php?candidate_id=257,Aurai,JD(U),0,Post Graduate,505335,0,505335,62,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,SRI RAM EKBAL RAY,32,"VILL. RATWARA BINDWARA,PS. AURAI, DIST. MUZFFARPUR",,,Janata Dal (United)
ARJUN MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=900,Sursand,BSP,0,8th Pass,90000,0,90000,71,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shri Malwar Mandal,33,"Village - Bispatti,District - Sitamarhi",,,Bahujan Samaj Party
ARJUN MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=2121,Raghopur,SP,0,12th Pass,557440,49000,508440,110,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ganesh Mandal,52,"Vill Po. & P.S. Balua Bazar, Dist. Supaul",,,Samajwadi Party
ARJUN MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=168,Chakai,JD(U),0,Graduate,52000,300000,-248000,159,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,LATE MOTI MANDAL,70,"VILL.+PO. PRADHAN CHAK, P.S. KHAIRA ,DIST.JAMUI",,,Janata Dal (United)
ARJUN PASWAN ALIAS AJAY PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=282,Rajgir,CPI,0,10th Pass,34000,0,34000,177,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,FAUJDARI PASWAN,54,VILL BINDIDIH PS SIKU NALANDA,,,Communist Party of India
ARJUN PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1757,Warsaliganj,IND,2,10th Pass,210000,0,210000,242,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Baijnath Mahto,41,"Gr.Usri, Po.Garha, Thana Pawarib Rawa, Dist.Nawad",,,Independent
ARJUN PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=600,Chandi,BSP,1,Graduate,1320171,8000,1312171,181,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Bulkan Yadav,60,"Chandi , District - Nalanda",,,Bahujan Samaj Party
ARTHRAJ YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=634,Dhanaha,BSP,4,8th Pass,125000,0,125000,1,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Satyanarayan PD. Yadav,29,"village.- MOTIPUR,District - West Champaran",,,Bahujan Samaj Party
ARTI SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=1755,Warsaliganj,IND,0,10th Pass,346500,0,346500,242,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Pradip Kumar,25,"Gr.Badauna, Po. P.S.Pakriv Rawa, Dist.Nawada",,,Independent
ARUN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1390,Gurua,IND,0,Post Graduate,125030,0,125030,234,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Ram Chandra Singh,37,"Gr.Sherpur, Thana Gurua, Dist.Gaya",,,Independent
ARUN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1742,Nawada,IND,0,Post Graduate,420750,0,420750,239,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Om Prakash,32,"Mo.Kadra Class, Gola Road, Nawad",,,Independent
ARUN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=525,Bakhri,BSP,0,10th Pass,2212500,1447766,764734,109,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Medani Paswan,41,"Post Office - Begusarai, District - Begusarai",,,Bahujan Samaj Party
ARUN KUMAR RAJAK,http://myneta.info/bih2005/candidate.php?candidate_id=2113,Chhatapur,IJP,0,Graduate,170000,0,170000,114,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Marzi Ram Rajak,36,"At.and Po.Thumba, PS.Pipra, Dist.Supaul",,,Indian Justice Party
ARUN KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1701,Chandi,IND,0,Graduate,416000,0,416000,181,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Raj Kishore Singh,49,"Vill.Badaura, PS.Narsanda, PS.Chandi, Nalanda",,,Independent
ARUN KUMAR SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=315,Patna Central,BJP,1,Graduate Professional,10250028,12359430,-2109402,189,GEN,NA,NA,,true,true,Male,,,,,,Bihar,2005,true,Late Mahendra Kumar Sinha,54,"404 Angan Apartment New Area, P.O - Kadaw kuan Patna",,,Bharatiya Janata Party
ARUN MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=308,Phulwari,JD(U),0,10th Pass,14410,0,14410,193,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Shijapi Manjhi,44,"village - Nargada Khagari, P.S. Shahpur",,,Janata Dal (United)
ARUN MEHTA,http://myneta.info/bih2005/candidate.php?candidate_id=1857,Dhamdaha,AD,0,10th Pass,124261,15000,109261,125,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Rajendra Mehta,35,"At & Po. Chandrahi, P.S. Dhamdata, Dist. Purnea",,,Apna Dal
ARUN SHANKAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=787,Harlakhi,BJP,1,Post Graduate,6038860,4600,6034260,75,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Late Satyanarayan Prasad,43,"VILLAGE, POST AND P.S.-BASOPATTI, DISTT.-MADHUBANI",,,Bharatiya Janata Party
ARUN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1922,Sonbarsa,IND,0,10th Pass,451000,0,451000,121,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Umakant Singh,39,Khajuri Tola Bancholha,,,Independent
ARUN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=343,Karakat,CPI(ML)(L),1,10th Pass,46200,52000,-5800,207,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,true,Parshuram Singh,44,"village - Baligaon, Distt. Bhojpur",,,Communist Party of India (Marxist-Leninist) (Liberation)
ARUNA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=300,Warsaliganj,INC,0,10th Pass,954587,28736,925851,242,GEN,NA,NA,,false,false,Female,,,,,,Bihar,2005,false,Akhilesh Singh,30,"VILLAGE AND POST.- APSAD, DISTT.- NAWADA",,,Indian National Congress
ARUNYADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1707,Hilsa,CPI(ML)(L),0,Post Graduate,304993,0,304993,180,GEN,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Rambaran Singh Yadav,37,"Vill.Baburbarna, PO.Mohammdpur, PS.2/Bihar, Nalanda",,,Communist Party of India (Marxist-Leninist) (Liberation)
ARVIND KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=940,Garkha,BSP,0,12th Pass,312200,0,312200,42,SC,NA,NA,,false,false,Male,,,,,,Bihar,2005,false,Raghu Nath Ram,29,"Village - Jawaniya, Distt. Chapra",,,Bahujan Samaj Party
ARVIND KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1663,Muzaffarpur,IND,4,12th Pass,63742,0,63742,59,GEN,NA,NA,,false,true,Male,,,,,,Bihar,2005,false,Muneshwar Prasad Srivastava,37,"Mohalla.Gola Bandi Road,Post.H.P.O.,P.S.Town,Dist.Muzaffarpur",,,Independent
ARVIND KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=218,Singheshwar,RJD,3,Post Graduate,1172777,200000,972777,116,GEN,NA,NA,,true,false,Male,,,,,,Bihar,2005,false,Late Yogeshwar Yadav,44,"Village - Toka Jiwachpur, P.s. Gamharia, Distt. Madhepur",,,Rashtriya Janata Dal
