candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_remarks
ARBIND SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1131,Bachwara,IND,3,Graduate,3213000,313000,2900000,107,GEN,NA,NA,,true,true,Male,,,,,
ARJUN  RAY,http://myneta.info/bih2005/candidate.php?candidate_id=257,Aurai,JD(U),0,Post Graduate,505335,0,505335,62,GEN,NA,NA,,false,false,Male,,,,,
ARJUN MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=900,Sursand,BSP,0,8th Pass,90000,0,90000,71,GEN,NA,NA,,false,false,Male,,,,,
ARJUN MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=2121,Raghopur,SP,0,12th Pass,557440,49000,508440,110,GEN,NA,NA,,false,false,Male,,,,,
ARJUN MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=168,Chakai,JD(U),0,Graduate,52000,300000,-248000,159,GEN,NA,NA,,true,false,Male,,,,,
ARJUN PASWAN ALIAS AJAY PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=282,Rajgir,CPI,0,10th Pass,34000,0,34000,177,SC,NA,NA,,false,false,Male,,,,,
ARJUN PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1757,Warsaliganj,IND,2,10th Pass,210000,0,210000,242,GEN,NA,NA,,false,true,Male,,,,,
ARJUN PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=600,Chandi,BSP,1,Graduate,1320171,8000,1312171,181,GEN,NA,NA,,false,false,Male,,,,,
ARTHRAJ YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=634,Dhanaha,BSP,4,8th Pass,125000,0,125000,1,GEN,NA,NA,,false,true,Male,,,,,
ARTI SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=1755,Warsaliganj,IND,0,10th Pass,346500,0,346500,242,GEN,NA,NA,,false,false,Female,,,,,
ARUN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1390,Gurua,IND,0,Post Graduate,125030,0,125030,234,GEN,NA,NA,,false,false,Male,,,,,
ARUN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1742,Nawada,IND,0,Post Graduate,420750,0,420750,239,GEN,NA,NA,,false,false,Male,,,,,
ARUN KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=525,Bakhri,BSP,0,10th Pass,2212500,1447766,764734,109,SC,NA,NA,,false,false,Male,,,,,
ARUN KUMAR RAJAK,http://myneta.info/bih2005/candidate.php?candidate_id=2113,Chhatapur,IJP,0,Graduate,170000,0,170000,114,SC,NA,NA,,false,false,Male,,,,,
ARUN KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1701,Chandi,IND,0,Graduate,416000,0,416000,181,GEN,NA,NA,,false,false,Male,,,,,
ARUN KUMAR SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=315,Patna Central,BJP,1,Graduate Professional,10250028,12359430,-2109402,189,GEN,NA,NA,,true,true,Male,,,,,
ARUN MANJHI,http://myneta.info/bih2005/candidate.php?candidate_id=308,Phulwari,JD(U),0,10th Pass,14410,0,14410,193,SC,NA,NA,,false,false,Male,,,,,
ARUN MEHTA,http://myneta.info/bih2005/candidate.php?candidate_id=1857,Dhamdaha,AD,0,10th Pass,124261,15000,109261,125,GEN,NA,NA,,false,false,Male,,,,,
ARUN SHANKAR PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=787,Harlakhi,BJP,1,Post Graduate,6038860,4600,6034260,75,GEN,NA,NA,,false,false,Male,,,,,
ARUN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1922,Sonbarsa,IND,0,10th Pass,451000,0,451000,121,GEN,NA,NA,,false,false,Male,,,,,
ARUN SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=343,Karakat,CPI(ML)(L),1,10th Pass,46200,52000,-5800,207,GEN,NA,NA,,false,false,Male,,,,,
ARUNA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=300,Warsaliganj,INC,0,10th Pass,954587,28736,925851,242,GEN,NA,NA,,false,false,Female,,,,,
ARUNYADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1707,Hilsa,CPI(ML)(L),0,Post Graduate,304993,0,304993,180,GEN,NA,NA,,false,false,Male,,,,,
ARVIND KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=940,Garkha,BSP,0,12th Pass,312200,0,312200,42,SC,NA,NA,,false,false,Male,,,,,
ARVIND KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1663,Muzaffarpur,IND,4,12th Pass,63742,0,63742,59,GEN,NA,NA,,false,true,Male,,,,,
ARVIND KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=218,Singheshwar,RJD,3,Post Graduate,1172777,200000,972777,116,GEN,NA,NA,,true,false,Male,,,,,
ARVIND KUMAR SINHA,http://myneta.info/bih2005/candidate.php?candidate_id=1329,Motihari,IND,0,Graduate,2005200,550000,1455200,12,GEN,NA,NA,,true,false,Male,,,,,
ARVIND RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1094,Goh,IND,0,Literate,40000,0,40000,223,GEN,NA,NA,,false,false,Male,,,,,
ARVIND SARDAR,http://myneta.info/bih2005/candidate.php?candidate_id=1573,Singheshwar,SP,0,Graduate,1086000,0,1086000,116,GEN,NA,NA,,false,false,Male,,,,,
ARVIND YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=2016,Sheohar,IND,0,8th Pass,1071192,70000,1001192,66,GEN,NA,NA,,false,false,Male,,,,,
ARVIND YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1758,Warsaliganj,IND,0,12th Pass,150000,0,150000,242,GEN,NA,NA,,false,false,Male,,,,,
ASGAR  KAMAL NAUSHAD,http://myneta.info/bih2005/candidate.php?candidate_id=1270,Jale,RLD,0,Graduate,0,0,0,91,GEN,NA,NA,,false,false,Male,,,,,
ASHA DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=311,Dinapur,BJP,0,10th Pass,1791248,470208,1321040,191,GEN,NA,NA,,false,false,Female,,,,,
ASHA MUKUND,http://myneta.info/bih2005/candidate.php?candidate_id=868,Supaul,CPI,0,Graduate,615000,0,615000,112,GEN,NA,NA,,false,false,Female,,,,,
ASHA PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=608,Chenari,LJP,0,10th Pass,60000,0,60000,215,SC,NA,NA,,false,false,Female,,,,,
ASHESHWAR PANDAY,http://myneta.info/bih2005/candidate.php?candidate_id=1992,Masrakh,IND,0,5th Pass,710000,0,710000,37,GEN,NA,NA,,false,false,Male,,,,,
ASHISH KUMAR RISHI,http://myneta.info/bih2005/candidate.php?candidate_id=1046,Raniganj,IND,0,Graduate,672000,0,672000,127,SC,NA,NA,,false,false,Male,,,,,
ASHLAM,http://myneta.info/bih2005/candidate.php?candidate_id=2038,Pupri,IND,0,8th Pass,0,17000,-17000,72,GEN,NA,NA,,false,false,Male,,,,,
ASHOK KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1651,Kanti,IND,0,Graduate,6348,0,6348,56,GEN,NA,NA,,false,false,Male,,,,,
ASHOK KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=656,Kurtha,BSP,0,12th Pass,2090000,0,2090000,225,GEN,NA,NA,,false,false,Male,,,,,
ASHOK KUMAR ALIAS PAPPU YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1743,Nawada,IND,0,12th Pass,34000,0,34000,239,GEN,NA,NA,,false,false,Male,,,,,
ASHOK KUMAR GUPTA,http://myneta.info/bih2005/candidate.php?candidate_id=640,Dinara,LJP,1,Graduate,3585000,0,3585000,209,GEN,NA,NA,,false,true,Male,,,,,
ASHOK KUMAR PANDEY,http://myneta.info/bih2005/candidate.php?candidate_id=1449,Bhabhua,IND,1,Post Graduate,67000,0,67000,212,GEN,NA,NA,,false,true,Male,,,,,
ASHOK KUMAR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=496,Araria,BSP,0,Graduate,143000,0,143000,130,GEN,NA,NA,,false,false,Male,,,,,
ASHOK KUMAR PODDAR,http://myneta.info/bih2005/candidate.php?candidate_id=1621,Monghyr,IND,0,Doctorate,586000,0,586000,167,GEN,NA,NA,,true,false,Male,,,,,
ASHOK KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=260,Gaighatti,JD(U),3,Post Graduate,359900,279000,80900,61,GEN,NA,NA,,false,true,Male,,,,,
ASHOK KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1881,Bikramganj,IND,0,12th Pass,201031,2500,198531,208,GEN,NA,NA,,false,false,Male,,,,,
ASHOK KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=255,Paru,BJP,1,8th Pass,1567653,109211,1458442,53,GEN,NA,NA,,true,false,Male,,,,,
ASHOK KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1110,Rafiganj,SP,0,12th Pass,776242,0,776242,221,GEN,NA,NA,,false,false,Male,,,,,
ASHOK KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1675,Paru,IND,0,8th Pass,122750,29000,93750,53,GEN,NA,NA,,false,false,Male,,,,,
ASHOK KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1921,Sonbarsa,SP,1,Graduate,172000,0,172000,121,GEN,NA,NA,,true,false,Male,,,,,
ASHOK KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1879,Bikramganj,CPI(ML)(L),1,Graduate,660607,5000,655607,208,GEN,NA,NA,,false,false,Male,,,,,
ASHOK KUMAR YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=838,Patna West,BSP,1,10th Pass,2204000,0,2204000,188,GEN,NA,NA,,false,true,Male,,,,,
ASHOK KUMAR YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=101,Keoti,BJP,1,Post Graduate,1427404,3110803,-1683399,90,GEN,NA,NA,,true,true,Male,,,,,
ASHOK PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=646,Raniganj,LJP,2,10th Pass,66000,0,66000,127,SC,NA,NA,,false,true,Male,,,,,
ASHOK PRABHAKAR,http://myneta.info/bih2005/candidate.php?candidate_id=1782,Fatwa,SP,0,Post Graduate,5000,0,5000,186,SC,NA,NA,,false,false,Male,,,,,
ASHOK RAJBANSHI,http://myneta.info/bih2005/candidate.php?candidate_id=1718,Rajgir,SP,0,12th Pass,126000,0,126000,177,SC,NA,NA,,false,false,Male,,,,,
ASHOK RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1440,Jamui,IND,0,Post Graduate,30000,0,30000,170,GEN,NA,NA,,false,false,Male,,,,,
ASHOK RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1301,Ghorasahan,IND,0,Literate,48200,0,48200,15,GEN,NA,NA,,false,false,Male,,,,,
ASHOK YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1614,Kharagpur,IND,0,Literate,72300,0,72300,162,GEN,NA,NA,,false,false,Male,,,,,
ASHUTOSH KUMAR CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=1471,Barari,IND,1,12th Pass,1085000,208611,876389,141,GEN,NA,NA,,false,false,Male,,,,,
ASHWINI KUMAR CHOUBEY,http://myneta.info/bih2005/candidate.php?candidate_id=59,Bhagalpur,BJP,1,Graduate,1234485,537869,696616,150,GEN,NA,NA,,true,false,Male,,,,,
ASLAM,http://myneta.info/bih2005/candidate.php?candidate_id=1170,Pirpainti,IND,0,Graduate,180727,300000,-119273,147,GEN,NA,NA,,true,false,Male,,,,,
ASLAM,http://myneta.info/bih2005/candidate.php?candidate_id=236,Madhubani,RJD,1,12th Pass,495750,0,495750,78,GEN,NA,NA,,false,false,Male,,,,,
ATA KARIM,http://myneta.info/bih2005/candidate.php?candidate_id=1752,Warsaliganj,IND,0,Post Graduate,700000,0,700000,242,GEN,NA,NA,,false,false,Male,,,,,
ATENDRA KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1906,Nokha,SP,0,Graduate,584000,200000,384000,216,GEN,NA,NA,,false,false,Male,,,,,
ATIRANJAN PR. SRIVA.,http://myneta.info/bih2005/candidate.php?candidate_id=1668,Muzaffarpur,NLP,0,Post Graduate,2829000,60000,2769000,59,GEN,NA,NA,,false,false,Male,,,,,
ATUL KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=951,Sonepur,LJP,13,Graduate,260704,0,260704,44,GEN,NA,NA,,false,true,Male,,,,,
AVATAR,http://myneta.info/bih2005/candidate.php?candidate_id=849,Hajipur,BSP,0,10th Pass,592000,0,592000,45,GEN,NA,NA,,false,false,Male,,,,,
AVINASH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=854,Jandaha,JD(U),1,Graduate,6653725,983557,5670168,48,GEN,NA,NA,,true,false,Male,,,,,
AWADESH KUMAR SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=145,Gaya Mufassil,INC,0,Graduate,6270368,1480027,4790341,231,GEN,NA,NA,,true,false,Male,,,,,
AWADH BIHARI CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=432,Siwan,RJD,0,Graduate,0,0,0,29,GEN,NA,NA,,false,false,Male,,,,,
AWADH BIHARI SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=761,Thakurganj,BJP,0,Graduate,479193,71276,407917,134,GEN,NA,NA,,true,false,Male,,,,,
AWADH KISHORE SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2065,Basantpur,AIFB,1,Literate,350000,0,350000,27,GEN,NA,NA,,false,false,Male,,,,,
AWADHESH KUMAR,http://myneta.info/bih2005/candidate.php?candidate_id=1979,Marhaura,SP,0,Graduate,1578316,0,1578316,39,GEN,NA,NA,,false,false,Male,,,,,
AWADHESH KUMAR CHAUDHARY,http://myneta.info/bih2005/candidate.php?candidate_id=2059,Sursand,SAP,0,Post Graduate,232000,0,232000,71,GEN,NA,NA,,false,false,Male,,,,,
AWADHESH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1063,Arwal,IND,0,Graduate,105000,19000,86000,224,GEN,NA,NA,,false,false,Male,,,,,
AWADHESH PRASAD KUSHWAHA,http://myneta.info/bih2005/candidate.php?candidate_id=110,Harsidhi,JD(U),0,12th Pass,7231000,80000,7151000,19,GEN,NA,NA,,true,false,Male,,,,,
AWADHESH YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1358,Belaganj,IND,0,8th Pass,581000,0,581000,229,GEN,NA,NA,,false,false,Male,,,,,
AWDHESH KUMAR RAI,http://myneta.info/bih2005/candidate.php?candidate_id=48,Bachwara,CPI,0,10th Pass,1470334,0,1470334,107,GEN,NA,NA,,false,false,Male,,,,,
AWDHESH PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=588,Bochaha,LJP,0,Graduate,12600,0,12600,60,SC,NA,NA,,false,false,Male,,,,,
AYODHYA RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1905,Nokha,IND,0,10th Pass,110000,0,110000,216,GEN,NA,NA,,false,false,Male,,,,,
AZAD LALAN PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1304,Harsidhi,SP,0,Literate,841562,0,841562,19,GEN,NA,NA,,false,false,Male,,,,,
AZAHAR ALI NAWAZ ANSARI,http://myneta.info/bih2005/candidate.php?candidate_id=2108,Ziradei,IND,0,8th Pass,386725,0,386725,32,GEN,NA,NA,,false,false,Male,,,,,
AZAM HUSSAIN ANWAR,http://myneta.info/bih2005/candidate.php?candidate_id=892,Runisaidpur,LJP,1,Graduate,191503,0,191503,64,GEN,NA,NA,,true,true,Male,,,,,
AZAZUL HAQUE,http://myneta.info/bih2005/candidate.php?candidate_id=438,Ziradei,RJD,0,Literate,0,0,0,32,GEN,NA,NA,,false,false,Male,,,,,
BABAN PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1237,Dumraon,IND,0,Illiterate,47500,0,47500,203,GEN,NA,NA,,false,false,Male,,,,,
BABAN RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1888,Dehri,IJP,0,8th Pass,5000,25000,-20000,217,GEN,NA,NA,,false,false,Male,,,,,
BABAN SINGH KUSHWAHA,http://myneta.info/bih2005/candidate.php?candidate_id=1899,Karakat,RSMD,2,10th Pass,1008368,200000,808368,207,GEN,NA,NA,,true,false,Male,,,,,
BABAR KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=744,Ramgarh,LJP,0,Not Given,106000,0,106000,210,GEN,NA,NA,,false,false,Male,,,,,
BABU HUSEN,http://myneta.info/bih2005/candidate.php?candidate_id=1403,Barauli,IND,0,Literate,50000,0,50000,25,GEN,NA,NA,,false,false,Male,,,,,
BABU LAL RAM,http://myneta.info/bih2005/candidate.php?candidate_id=2098,Siwan,IND,0,Graduate,327500,0,327500,29,GEN,NA,NA,,false,false,Male,,,,,
BABUDDIN KHAN,http://myneta.info/bih2005/candidate.php?candidate_id=154,Mirganj,INC,0,Post Graduate,2579000,0,2579000,23,GEN,NA,NA,,true,false,Male,,,,,
BABULAL PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=1617,Monghyr,IND,0,5th Pass,8000,0,8000,167,GEN,NA,NA,,false,false,Male,,,,,
BABULAL PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1728,Hisua,IND,0,10th Pass,50000,0,50000,243,GEN,NA,NA,,false,false,Male,,,,,
BABY DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=491,Amarpur,LJP,0,Graduate,1309000,0,1309000,154,GEN,NA,NA,,false,false,Female,,,,,
BACCHA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=2096,Raghunathpur,IND,0,5th Pass,820000,0,820000,34,GEN,NA,NA,,false,false,Male,,,,,
BACHCHA MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1296,Dhaka,IND,0,10th Pass,0,0,0,14,GEN,NA,NA,,false,false,Male,,,,,
BACHCHU LAL BITHHAL,http://myneta.info/bih2005/candidate.php?candidate_id=719,Gaya Town,CPI,3,5th Pass,855200,30500,824700,232,GEN,NA,NA,,false,true,Male,,,,,
BADRI NARAYAN,http://myneta.info/bih2005/candidate.php?candidate_id=1681,Sahebganj,IND,0,Graduate,100500,30000,70500,54,GEN,NA,NA,,false,false,Male,,,,,
BAHADUR PASWAN,http://myneta.info/bih2005/candidate.php?candidate_id=916,Saharsa,BSP,0,Literate,110000,0,110000,117,GEN,NA,NA,,false,false,Male,,,,,
BAICHU YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1128,Katoria,IND,0,Others,1097900,300000,797900,158,GEN,NA,NA,,false,false,Male,,,,,
BAIDAHI SHARAN,http://myneta.info/bih2005/candidate.php?candidate_id=2045,Runisaidpur,IND,0,12th Pass,25000,0,25000,64,GEN,NA,NA,,false,false,Male,,,,,
BAIDHANATH PRASAD MAHTO,http://myneta.info/bih2005/candidate.php?candidate_id=485,Nautan,JD(U),0,10th Pass,2579883,111298,2468585,9,GEN,NA,NA,,true,false,Male,,,,,
BAIDYANATH PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=1835,Patna West,IND,0,Post Graduate,10000,0,10000,188,GEN,NA,NA,,false,false,Male,,,,,
BAIDYANATH PRASAD,http://myneta.info/bih2005/candidate.php?candidate_id=424,Sursand,BJP,0,10th Pass,1544864,430789,1114075,71,GEN,NA,NA,,false,false,Male,,,,,
BAIJNATH UPADHAYA,http://myneta.info/bih2005/candidate.php?candidate_id=1200,Piro,IND,0,Literate,0,0,0,205,GEN,NA,NA,,false,false,Male,,,,,
BAJRANG SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1911,Sasaram,SP,1,8th Pass,357400,0,357400,214,GEN,NA,NA,,false,true,Male,,,,,
BAJRANGI SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1348,Atri,IND,0,10th Pass,804000,30000,774000,238,GEN,NA,NA,,false,false,Male,,,,,
BAL KRISHNA RAM,http://myneta.info/bih2005/candidate.php?candidate_id=859,Mahua,BSP,0,12th Pass,274000,0,274000,50,SC,NA,NA,,false,false,Male,,,,,
BALAGUL MOBIN,http://myneta.info/bih2005/candidate.php?candidate_id=394,Jalalpur,RJD,0,Graduate,918124,0,918124,40,GEN,NA,NA,,true,false,Male,,,,,
BALDEO DAS,http://myneta.info/bih2005/candidate.php?candidate_id=1720,Rajgir,ABHM,0,Literate,136500,0,136500,177,SC,NA,NA,,false,false,Male,,,,,
BALDEO MAHATO,http://myneta.info/bih2005/candidate.php?candidate_id=551,Baruraj,LJP,2,Graduate,222300,110147,112153,55,GEN,NA,NA,,false,true,Male,,,,,
BALDEO RAM,http://myneta.info/bih2005/candidate.php?candidate_id=2128,Tribeniganj,AD,0,10th Pass,80116,25000,55116,113,GEN,NA,NA,,false,false,Male,,,,,
BALENDRA DAS,http://myneta.info/bih2005/candidate.php?candidate_id=851,Raghopur,BSP,0,Not Given,45000,0,45000,110,GEN,NA,NA,,false,false,Male,,,,,
BALENDRA SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1672,Muzaffarpur,IND,0,10th Pass,39500,0,39500,59,GEN,NA,NA,,false,false,Male,,,,,
BALESHWAR AZAD,http://myneta.info/bih2005/candidate.php?candidate_id=1137,Balia,IND,0,10th Pass,717000,0,717000,103,GEN,NA,NA,,false,false,Male,,,,,
BALESHWAR RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1991,Masrakh,IND,0,Illiterate,263000,15000,248000,37,GEN,NA,NA,,false,false,Male,,,,,
BALIRAM SAHNI,http://myneta.info/bih2005/candidate.php?candidate_id=861,Lalganj,BSP,1,10th Pass,26000,0,26000,51,GEN,NA,NA,,false,false,Male,,,,,
BALIRAM YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1430,Makhdumpur,CPI(ML)(L),0,10th Pass,521500,5000,516500,226,GEN,NA,NA,,false,false,Male,,,,,
BALMIKI SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1791,Maner,AD,0,Post Graduate,700000,30000,670000,192,GEN,NA,NA,,true,false,Male,,,,,
BAMBAM SAH,http://myneta.info/bih2005/candidate.php?candidate_id=1862,Kasba,SHS,2,Literate,31000,0,31000,138,GEN,NA,NA,,false,true,Male,,,,,
BANARASI PRASAD SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=538,Barari,BSP,0,10th Pass,682500,0,682500,141,GEN,NA,NA,,false,false,Male,,,,,
BANSHIDAR RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1464,Mohania,SP,0,Graduate,4975,0,4975,211,SC,NA,NA,,false,false,Male,,,,,
BANWARI RAM,http://myneta.info/bih2005/candidate.php?candidate_id=295,Rajauli,BJP,0,Not Given,741000,0,741000,240,SC,NA,NA,,false,false,Male,,,,,
BARHO RAJVANSHI,http://myneta.info/bih2005/candidate.php?candidate_id=644,Fatehpur,JD(U),0,8th Pass,270000,0,270000,237,SC,NA,NA,,false,false,Male,,,,,
BARSHA RANI,http://myneta.info/bih2005/candidate.php?candidate_id=1522,Khagaria,SJP(R),0,12th Pass,148550,0,148550,165,GEN,NA,NA,,false,false,Female,,,,,
BASANT MOCHI,http://myneta.info/bih2005/candidate.php?candidate_id=734,Jahanabad,BSP,0,Not Given,415000,0,415000,227,GEN,NA,NA,,false,false,Male,,,,,
BASANT RAM,http://myneta.info/bih2005/candidate.php?candidate_id=809,Rajgir,BSP,0,Graduate,350226,0,350226,177,SC,NA,NA,,false,false,Male,,,,,
BASHUKI NATH JHA,http://myneta.info/bih2005/candidate.php?candidate_id=584,Bisfi,BSP,0,Graduate Professional,34000,0,34000,74,GEN,NA,NA,,false,false,Male,,,,,
BASUDEO HAZARIKA,http://myneta.info/bih2005/candidate.php?candidate_id=1909,Sasaram,IND,0,8th Pass,315000,0,315000,214,GEN,NA,NA,,true,false,Male,,,,,
BASUDEV MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1446,Jhajha,IND,0,8th Pass,67900,0,67900,160,GEN,NA,NA,,false,false,Male,,,,,
BEDANAND ROY,http://myneta.info/bih2005/candidate.php?candidate_id=1055,Sikti,IND,3,Literate,50000,0,50000,131,GEN,NA,NA,,false,true,Male,,,,,
BEDANAND SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=30,Amarpur,JD(U),2,Graduate Professional,2515892,665000,1850892,154,GEN,NA,NA,,true,true,Male,,,,,
BHAGIRATHI DEVI,http://myneta.info/bih2005/candidate.php?candidate_id=475,Shikarpur,BJP,0,5th Pass,452000,79191,372809,4,SC,NA,NA,,true,false,Female,,,,,
BHAGWAN DAS,http://myneta.info/bih2005/candidate.php?candidate_id=1783,Fatwa,ABHM,0,Literate,424700,0,424700,186,SC,NA,NA,,false,false,Male,,,,,
BHAI BIRENDRA,http://myneta.info/bih2005/candidate.php?candidate_id=831,Maner,LJP,2,Graduate,1344385,79635,1264750,192,GEN,NA,NA,,true,true,Male,,,,,
BHAI PAWAN JAISWAL,http://myneta.info/bih2005/candidate.php?candidate_id=120,Dhaka,LJP,7,12th Pass,3590000,538000,3052000,14,GEN,NA,NA,,false,true,Male,,,,,
BHARAT  SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=1211,Sandesh,IND,1,Graduate,60000,0,60000,196,GEN,NA,NA,,false,true,Male,,,,,
BHARAT BHUSHAN MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=230,Phulparas,JD(U),1,Post Graduate,2080500,0,2080500,81,GEN,NA,NA,,false,false,Male,,,,,
BHARAT KUMAR YADAV,http://myneta.info/bih2005/candidate.php?candidate_id=1515,Chautham,KVSP,2,Graduate,13753606,0,13753606,164,GEN,NA,NA,,true,true,Male,,,,,
BHARAT MANDAL,http://myneta.info/bih2005/candidate.php?candidate_id=1622,Tarapur,IND,0,Literate,39500,0,39500,161,GEN,NA,NA,,false,false,Male,,,,,
BHARAT PD. SINGH,http://myneta.info/bih2005/candidate.php?candidate_id=860,Lalganj,LJP,0,10th Pass,13877500,110000,13767500,51,GEN,NA,NA,,true,false,Male,,,,,
BHARAT RAM,http://myneta.info/bih2005/candidate.php?candidate_id=1904,Nokha,IND,0,Literate,0,0,0,216,GEN,NA,NA,,false,false,Male,,,,,
