candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,party_eci
AMIT ASHOK,http://myneta.info/2008mp/candidate.php?candidate_id=1713,Depalpur,IND,0,Graduate,29500,0,29500,203,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
AMIT BOHAT,http://myneta.info/2008mp/candidate.php?candidate_id=3152,Vidisha,IND,0,5th Pass,10000,0,10000,144,GEN,VIDISHA,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Independent
AMIT KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2812,Satna,LJP,0,10th Pass,1753000,0,1753000,63,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Lok Janshakti Party
AMIT KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1269,Amarpatan,RPI,0,Graduate,0,0,0,66,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Republican Party of India
AMIT KUMAR AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=2016,Jatara,IND,0,Graduate,77000,0,77000,44,SC,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
AMITABH TIWARI,http://myneta.info/2008mp/candidate.php?candidate_id=3049,Sohagpur,IND,0,Post Graduate,1735,0,1735,138,GEN,HOSHANGABAD,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
AMRIT LAL,http://myneta.info/2008mp/candidate.php?candidate_id=994,Biaora,IND,0,8th Pass,61000,0,61000,161,GEN,RAJGARH,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
AMRITLAL BAHELIYA,http://myneta.info/2008mp/candidate.php?candidate_id=2302,Mandla,BJSH,0,10th Pass,3140000,150000,2990000,107,ST,MANDLA,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Bharatiya Jan Shakti
AMRU PARMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1264,Alot,IND,0,5th Pass,64000,0,64000,223,SC,RATLAM,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
ANAND,http://myneta.info/2008mp/candidate.php?candidate_id=780,Malhara,IND,0,Post Graduate,280000,0,280000,53,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
ANAND,http://myneta.info/2008mp/candidate.php?candidate_id=2208,Lahar,IND,0,12th Pass,853000,0,853000,11,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
ANAND AGRAWAL,http://myneta.info/2008mp/candidate.php?candidate_id=3139,Ujjain Dakshin,BJSH,0,8th Pass,6282400,190000,6092400,217,GEN,UJJAIN,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
ANAND CHAUBEY,http://myneta.info/2008mp/candidate.php?candidate_id=1607,Chitrakoot,IND,1,12th Pass,3528200,6000,3522200,61,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Independent
ANAND MANGAL SINGH CHAUHAN,http://myneta.info/2008mp/candidate.php?candidate_id=1105,Sidhi,GGP,0,12th Pass,3332400,50000,3282400,77,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondvana Gantantra Party
ANAND NISHAD,http://myneta.info/2008mp/candidate.php?candidate_id=1545,Budhni,SP,0,Graduate,204000,0,204000,156,GEN,SEHORE,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Samajwadi Party
ANAND SINGH KUSHWAH,http://myneta.info/2008mp/candidate.php?candidate_id=1869,Gwalior South,IND,0,8th Pass,279000,100000,179000,17,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
ANANDI LAL AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=3125,Tikamgarh,IND,0,Not Given,70000,0,70000,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
ANANDILAL,http://myneta.info/2008mp/candidate.php?candidate_id=2559,Pawai,CPI,0,Not Given,835000,25000,810000,58,GEN,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Communist Party of India
ANANTRAM AHIRWAL,http://myneta.info/2008mp/candidate.php?candidate_id=3075,Tarana,BSP,0,Others,9778241,1187634,8590607,214,SC,UJJAIN,MALWA PLATEAU,,TRUE,FALSE,Male,Bahujan Samaj Party
ANAR BHAI WASKLE,http://myneta.info/2008mp/candidate.php?candidate_id=229,Pandhana,BJP,1,8th Pass,300900,0,300900,178,ST,KHANDWA,NIMAR VALLEY,,FALSE,TRUE,Male,Bharatiya Janata Party
ANAR SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1889,Harda,IND,0,5th Pass,12000,0,12000,135,GEN,HARDA,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
ANARYA KISHORI LAL BHALAVI,http://myneta.info/2008mp/candidate.php?candidate_id=1413,Bargi,RGOP,0,12th Pass,25000,0,25000,96,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Rashtriya Gondvana Party
ANAY MUDGAL,http://myneta.info/2008mp/candidate.php?candidate_id=1847,Gwalior,IND,0,10th Pass,528300,0,528300,15,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
ANCHAL SONKAR,http://myneta.info/2008mp/candidate.php?candidate_id=198,Jabalpur Purba,BJP,2,12th Pass,3351639,0,3351639,97,SC,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Bharatiya Janata Party
ANIL,http://myneta.info/2008mp/candidate.php?candidate_id=1887,Harda,IND,0,12th Pass,3859898,0,3859898,135,GEN,HARDA,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
ANIL,http://myneta.info/2008mp/candidate.php?candidate_id=2250,Maheshwar,IND,0,Not Given,1000,0,1000,183,SC,KHARGONE,NIMAR VALLEY,,FALSE,FALSE,Male,Independent
ANIL AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=1174,Kurwai,RTKP,1,12th Pass,40000,0,40000,146,SC,VIDISHA,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,RTKP
ANIL BHALAVI,http://myneta.info/2008mp/candidate.php?candidate_id=1401,Barghat,GMS,0,Post Graduate,320000,251000,69000,114,ST,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondwana Mukti Sena
ANIL DONGRE,http://myneta.info/2008mp/candidate.php?candidate_id=1508,Bhopal Dakshin-Paschim,AD,0,10th Pass,33027,0,33027,152,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Apna Dal
ANIL GOHE,http://myneta.info/2008mp/candidate.php?candidate_id=1299,Amla,GMS,0,8th Pass,265000,0,265000,130,SC,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Gondwana Mukti Sena
ANIL JAIN,http://myneta.info/2008mp/candidate.php?candidate_id=430,Niwari,BJP,1,Literate,2713000,292450,2420550,46,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,TRUE,Male,Bharatiya Janata Party
ANIL JAIN BADKUL,http://myneta.info/2008mp/candidate.php?candidate_id=485,Tikamgarh,BSP,0,12th Pass,1558446,0,1558446,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,,TRUE,FALSE,Male,Bahujan Samaj Party
ANIL KUMAR JHALANI,http://myneta.info/2008mp/candidate.php?candidate_id=1004,Ratlam City,BSP,0,Post Graduate,9446557,127000,9319557,220,GEN,RATLAM,MALWA PLATEAU,,TRUE,FALSE,Male,Bahujan Samaj Party
ANIL KUMAR SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=812,Dewas,SP,0,8th Pass,20000,0,20000,171,GEN,DEWAS,MALWA PLATEAU,,FALSE,FALSE,Male,Samajwadi Party
ANIL MARSKOLE,http://myneta.info/2008mp/candidate.php?candidate_id=1405,Barghat,IND,0,Post Graduate,2350672,0,2350672,114,ST,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
ANIL PATHAK (GUDDU BHAIYA),http://myneta.info/2008mp/candidate.php?candidate_id=3084,Tendukheda,IND,0,10th Pass,841500,40000,801500,120,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
ANIL SINGH RAGHUVANSHI,http://myneta.info/2008mp/candidate.php?candidate_id=2402,Nagada-Khachrod,IND,0,Graduate,176995,0,176995,212,GEN,UJJAIN,MALWA PLATEAU,,TRUE,FALSE,Male,Independent
ANIL SIR,http://myneta.info/2008mp/candidate.php?candidate_id=1873,Gwalior South,IND,0,Post Graduate,4300000,0,4300000,17,GEN,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
ANIRUDDHA RAMESHAWAR (MADHAV MARU),http://myneta.info/2008mp/candidate.php?candidate_id=278,Manasa,BJSH,0,Graduate Professional,10433179,25000,10408179,228,GEN,NEEMUCH,MALWA PLATEAU,,TRUE,FALSE,Male,Bharatiya Jan Shakti
ANITA CHOUDHARY,http://myneta.info/2008mp/candidate.php?candidate_id=2368,Morena,IND,0,Graduate,400000,0,400000,6,GEN,MORENA,GIRD ZONE,,FALSE,FALSE,Male,Independent
ANITA DVIVEDI,http://myneta.info/2008mp/candidate.php?candidate_id=1943,Indore -4,SHS,0,12th Pass,3866000,1400000,2466000,207,GEN,INDORE,MALWA PLATEAU,,TRUE,FALSE,Female,Shivsena
ANITA LIKHIRAM LILHARE,http://myneta.info/2008mp/candidate.php?candidate_id=1193,Katangi,SHS,0,12th Pass,20000,0,20000,113,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Shivsena
ANJANA GAJENDRA SHAH,http://myneta.info/2008mp/candidate.php?candidate_id=618,Timarni,BJP,0,8th Pass,3205094,515000,2690094,134,ST,HARDA,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Female,Bharatiya Janata Party
ANJANI,http://myneta.info/2008mp/candidate.php?candidate_id=2985,Sihawal,IND,0,Not Given,199000,0,199000,78,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
ANJANI KUMAR TRIPATI,http://myneta.info/2008mp/candidate.php?candidate_id=2207,Lahar,IND,0,8th Pass,600000,0,600000,11,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
ANJU UIKEY,http://myneta.info/2008mp/candidate.php?candidate_id=1370,Balaghat,IND,0,12th Pass,1674182,105919,1568263,111,GEN,BALAGHAT,CHHATTISGARH PLAINS,,TRUE,FALSE,Male,Independent
ANJUL SAXENA,http://myneta.info/2008mp/candidate.php?candidate_id=1236,Maharajpur,SP,3,12th Pass,2849819,0,2849819,48,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,TRUE,Male,Samajwadi Party
ANNALAL MAHAJAN (PAWAR),http://myneta.info/2008mp/candidate.php?candidate_id=731,Multai,BSP,0,Not Given,4827484,0,4827484,129,GEN,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Bahujan Samaj Party
ANNESRI,http://myneta.info/2008mp/candidate.php?candidate_id=1285,Amarwara,IND,0,5th Pass,10000,0,10000,123,ST,CHHINDWARA,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
ANTAR SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=17,Sendhawa,BJP,0,Graduate,6704343,1314583,5389760,187,ST,BARWANI,NIMAR VALLEY,,TRUE,FALSE,Male,Bharatiya Janata Party
ANTAR SINGH DARBAR,http://myneta.info/2008mp/candidate.php?candidate_id=188,Dr. Ambedkar Nagar-Mhow,INC,1,Graduate,4518252,37893,4480359,209,GEN,INDORE,MALWA PLATEAU,,TRUE,FALSE,Male,Indian National Congress
ANTAR SINGH TOMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2400,Nagada-Khachrod,IND,0,12th Pass,80000,0,80000,212,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
ANTARSIGH,http://myneta.info/2008mp/candidate.php?candidate_id=766,Nepanagar,SP,0,Literate,1100000,0,1100000,179,ST,BURHANPUR,NIMAR VALLEY,,FALSE,FALSE,Male,Samajwadi Party
ANUBHA MUNJARE,http://myneta.info/2008mp/candidate.php?candidate_id=686,Balaghat,SHS,1,Post Graduate,8222146,0,8222146,111,GEN,BALAGHAT,CHHATTISGARH PLAINS,,TRUE,TRUE,Female,Shivsena
ANUP MISHRA,http://myneta.info/2008mp/candidate.php?candidate_id=155,Gwalior East,BJP,0,12th Pass,11770651,0,11770651,16,GEN,GWALIOR,GIRD ZONE,,TRUE,FALSE,Male,Bharatiya Janata Party
ARAM BAI KOURAV URF. KAKKI,http://myneta.info/2008mp/candidate.php?candidate_id=1766,Gadarwara,IND,0,5th Pass,628000,20000,608000,121,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Female,Independent
ARCHANA DAYANAND YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=2075,Kasrawad,IND,0,Graduate,35000,0,35000,184,GEN,KHARGONE,NIMAR VALLEY,,FALSE,FALSE,Female,Independent
ARCHANA DIDI,http://myneta.info/2008mp/candidate.php?candidate_id=73,Burhanpur,BJP,0,Post Graduate,19956750,251854,19704896,180,GEN,BURHANPUR,NIMAR VALLEY,,TRUE,FALSE,Female,Bharatiya Janata Party
ARCHANA SHRIVASTAV,http://myneta.info/2008mp/candidate.php?candidate_id=1910,Huzur,SVSP,0,Graduate Professional,1535022,450000,1085022,155,GEN,BHOPAL,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,SVSP
ARIF AQUEEL,http://myneta.info/2008mp/candidate.php?candidate_id=59,Bhopal Uttar,INC,0,Graduate Professional,7963599,0,7963599,150,GEN,BHOPAL,VINDHYAN PLEATEAU,,TRUE,FALSE,Male,Indian National Congress
ARIF UDDEEN,http://myneta.info/2008mp/candidate.php?candidate_id=2417,Narela,IJP,0,Graduate Professional,973486,0,973486,151,GEN,BHOPAL,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Indian Justice Party
ARJUN ARYA,http://myneta.info/2008mp/candidate.php?candidate_id=2127,Khategaon,SP,0,Graduate,0,0,0,173,GEN,DEWAS,MALWA PLATEAU,,FALSE,FALSE,Male,Samajwadi Party
ARJUN RATHOUR,http://myneta.info/2008mp/candidate.php?candidate_id=2173,Kotma,IND,0,12th Pass,650000,0,650000,86,GEN,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
ARJUN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=2280,Malhara,IND,0,Not Given,410000,0,410000,53,GEN,CHHATARPUR,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
ARJUN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=3082,Tendukheda,IND,0,8th Pass,214000,0,214000,120,GEN,NARSINGHPUR,CENTRAL NARMADA VALLEY,,FALSE,FALSE,Male,Independent
ARJUN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=823,Kukshi,IND,0,12th Pass,66225,0,66225,198,ST,DHAR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
ARJUN SINGH TANWAR,http://myneta.info/2008mp/candidate.php?candidate_id=1325,Badnagar,LJP,0,Not Given,2532000,0,2532000,218,GEN,UJJAIN,MALWA PLATEAU,,FALSE,FALSE,Male,Lok Janshakti Party
ARJUN SINGH YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=2384,Mungaoli,IND,0,Not Given,1455000,0,1455000,34,GEN,ASHOK NAGAR,GIRD ZONE,,FALSE,FALSE,Male,Independent
ARJUNSINGH MEENA,http://myneta.info/2008mp/candidate.php?candidate_id=2049,Kalapipal,IND,0,Not Given,812000,0,812000,169,GEN,SHAJAPUR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
"ARUN ""BHAIYA""",http://myneta.info/2008mp/candidate.php?candidate_id=1700,Deotalab,IND,0,5th Pass,720000,0,720000,72,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
ARUN AGRAWAL,http://myneta.info/2008mp/candidate.php?candidate_id=2487,Panagar,IND,0,Post Graduate,100000,0,100000,101,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Independent
ARUN K. PARTE GOND,http://myneta.info/2008mp/candidate.php?candidate_id=781,Junnardeo,GGP,2,Post Graduate,2460000,216000,2244000,122,ST,CHHINDWARA,SATPURA PLATEAU,,FALSE,TRUE,Male,Gondvana Gantantra Party
ARUN KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2512,Panna,IND,0,8th Pass,420000,0,420000,60,GEN,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
ARUN KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2132,Khilchipur,IND,0,Graduate,825444,0,825444,163,GEN,RAJGARH,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
ARUN KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1477,Bhind,IND,0,Graduate,51200,0,51200,10,GEN,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
ARUN KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1020,Deotalab,INC,0,Graduate,27810630,1519435,26291195,72,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Indian National Congress
ARUN KUMAR SHARMA URF ANNE SHARMA,http://myneta.info/2008mp/candidate.php?candidate_id=803,Sewda,INC,0,12th Pass,3054200,471150,2583050,20,GEN,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Indian National Congress
ARUN KUMAR SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=1698,Deotalab,GMS,0,Graduate,37000,0,37000,72,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondwana Mukti Sena
ARUN KUMAR SINGH (PATEL),http://myneta.info/2008mp/candidate.php?candidate_id=3021,Sirmour,GGP,1,Graduate,368000,0,368000,68,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondvana Gantantra Party
ARUN SINGH,http://myneta.info/2008mp/candidate.php?candidate_id=611,Dr. Ambedkar Nagar-Mhow,CPM,1,10th Pass,43000,0,43000,209,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Communist Party of India (Marxist)
ARUNODAYA CHOUBEY,http://myneta.info/2008mp/candidate.php?candidate_id=335,Khurai,INC,0,Post Graduate,11769000,0,11769000,36,GEN,SAGAR,VINDHYAN PLEATEAU,,FALSE,FALSE,Male,Indian National Congress
ARVIND,http://myneta.info/2008mp/candidate.php?candidate_id=2913,Shahpura,IND,0,Not Given,1004700,0,1004700,103,ST,DINDORI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
ARVIND GUPTA,http://myneta.info/2008mp/candidate.php?candidate_id=2170,Kotma,IND,0,Graduate Professional,3816101,0,3816101,86,GEN,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
ARVIND KUMAR ABBI,http://myneta.info/2008mp/candidate.php?candidate_id=16,Mungaoli,INC,6,Graduate,9654112,12712421,-3058309,34,GEN,ASHOK NAGAR,GIRD ZONE,,TRUE,TRUE,Male,Indian National Congress
ARVIND KUMAR GUPTA,http://myneta.info/2008mp/candidate.php?candidate_id=2396,Murwara,IND,0,Post Graduate,520581,0,520581,93,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
ARVIND KUMAR MISHRA,http://myneta.info/2008mp/candidate.php?candidate_id=1690,Deotalab,IND,0,8th Pass,3740613,0,3740613,72,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,TRUE,FALSE,Male,Independent
ARVIND KUMAR SHUKLA (SUDAMA),http://myneta.info/2008mp/candidate.php?candidate_id=2851,Semariya,IND,0,12th Pass,45000,0,45000,69,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
ARVIND SINGH BHADOURIA,http://myneta.info/2008mp/candidate.php?candidate_id=47,Ater,BJP,0,Post Graduate,14545847,0,14545847,9,GEN,BHIND,GIRD ZONE,,TRUE,FALSE,Male,Bharatiya Janata Party
ARVIND TIWARI,http://myneta.info/2008mp/candidate.php?candidate_id=3165,Vijayraghogarh,IND,0,10th Pass,111450,25000,86450,92,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Independent
ASADUA,http://myneta.info/2008mp/candidate.php?candidate_id=1820,Gunnaor,GMS,0,Not Given,43000,0,43000,59,SC,PANNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Gondwana Mukti Sena
ASALAM,http://myneta.info/2008mp/candidate.php?candidate_id=3123,Tikamgarh,IND,0,Not Given,231000,0,231000,43,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
ASHA RAM AHIRWAR,http://myneta.info/2008mp/candidate.php?candidate_id=111,Bhander,BJP,0,10th Pass,1126900,19000,1107900,21,SC,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Bharatiya Janata Party
ASHA YASHPAL BHALAVI,http://myneta.info/2008mp/candidate.php?candidate_id=2093,Keolari,IND,0,10th Pass,3150000,0,3150000,116,GEN,SEONI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Female,Independent
ASHARAF ALI ANSARI,http://myneta.info/2008mp/candidate.php?candidate_id=2974,Sihawal,SP,0,Graduate,2363500,42500,2321000,78,GEN,SIDHI,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Samajwadi Party
ASHARAM JAGTAP,http://myneta.info/2008mp/candidate.php?candidate_id=924,Pandhana,BSP,0,Literate,3476500,0,3476500,178,ST,KHANDWA,NIMAR VALLEY,,FALSE,FALSE,Male,Bahujan Samaj Party
ASHARAM SHANKAR,http://myneta.info/2008mp/candidate.php?candidate_id=1175,Pansemal,IND,0,Not Given,348000,25000,323000,189,ST,BARWANI,NIMAR VALLEY,,FALSE,FALSE,Male,Independent
ASHARANI,http://myneta.info/2008mp/candidate.php?candidate_id=83,Bijawar,BJP,0,12th Pass,11532348,0,11532348,52,GEN,CHHATARPUR,BUNDELKHAND ZONE,,TRUE,FALSE,Female,Bharatiya Janata Party
ASHARANI RAI,http://myneta.info/2008mp/candidate.php?candidate_id=1122,Niwari,RSMD,0,Post Graduate,5442485,0,5442485,46,GEN,TIKAMGARH,BUNDELKHAND ZONE,,FALSE,FALSE,Male,RSMD
ASHIK,http://myneta.info/2008mp/candidate.php?candidate_id=2729,Rau,IND,0,10th Pass,70000,0,70000,210,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
ASHISH YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=1939,Indore- 2,IND,0,Graduate,30550,0,30550,205,GEN,INDORE,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
ASHISH YADAV,http://myneta.info/2008mp/candidate.php?candidate_id=1952,Jabalpur Cantt.,RPI,0,10th Pass,0,0,0,99,GEN,JABALPUR,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Republican Party of India
ASHOK,http://myneta.info/2008mp/candidate.php?candidate_id=1200,Betul,IND,0,8th Pass,86960,0,86960,131,GEN,BETUL,SATPURA PLATEAU,,FALSE,FALSE,Male,Independent
ASHOK BAGHEL,http://myneta.info/2008mp/candidate.php?candidate_id=1157,Pushprajgarh,BSP,0,Graduate Professional,1170500,0,1170500,88,ST,ANUPPUR,NOTHERN HILLS ZONE OF CHHATTISGARH,,TRUE,FALSE,Male,Bahujan Samaj Party
ASHOK DAHIYA,http://myneta.info/2008mp/candidate.php?candidate_id=2412,Nagod,LJP,0,8th Pass,255100,1544,253556,64,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Lok Janshakti Party
ASHOK DANDOTIYA,http://myneta.info/2008mp/candidate.php?candidate_id=1217,Gohad,IND,0,12th Pass,20000,0,20000,13,SC,BHIND,GIRD ZONE,,FALSE,FALSE,Male,Independent
ASHOK DESHMUKH,http://myneta.info/2008mp/candidate.php?candidate_id=3179,Waraseoni,JD(U),0,8th Pass,230000,0,230000,112,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Janata Dal (United)
ASHOK GURJAR,http://myneta.info/2008mp/candidate.php?candidate_id=1880,Harda,BJSH,0,Post Graduate,5240035,125000,5115035,135,GEN,HARDA,CENTRAL NARMADA VALLEY,,TRUE,FALSE,Male,Bharatiya Jan Shakti
ASHOK KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2260,Maihar,IND,0,8th Pass,62000,0,62000,65,GEN,SATNA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,FALSE,Male,Independent
ASHOK KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1816,Guna,IND,0,8th Pass,5000,0,5000,29,SC,GUNA,GIRD ZONE,,FALSE,FALSE,Male,Independent
ASHOK KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1680,Datia,IND,0,10th Pass,82000,200000,-118000,22,GEN,DATIA,BUNDELKHAND ZONE,,FALSE,FALSE,Male,Independent
ASHOK KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=1646,Dabra,IND,0,12th Pass,47525,0,47525,19,SC,GWALIOR,GIRD ZONE,,FALSE,FALSE,Male,Independent
ASHOK KUMAR,http://myneta.info/2008mp/candidate.php?candidate_id=2923,Shajapur,IND,0,Not Given,30000,0,30000,167,GEN,SHAJAPUR,MALWA PLATEAU,,FALSE,FALSE,Male,Independent
ASHOK KUMAR (RAJU JAIN),http://myneta.info/2008mp/candidate.php?candidate_id=1342,Bahoriband,LJP,0,Graduate,1105200,0,1105200,94,GEN,KATNI,NOTHERN HILLS ZONE OF CHHATTISGARH,,FALSE,FALSE,Male,Lok Janshakti Party
ASHOK KUMAR JATAV,http://myneta.info/2008mp/candidate.php?candidate_id=2165,Kolaras,IND,0,5th Pass,28400,0,28400,27,GEN,SHIVPURI,GIRD ZONE,,FALSE,FALSE,Male,Independent
ASHOK KUMAR MASIH,http://myneta.info/2008mp/candidate.php?candidate_id=1346,Baihar,CPI,0,5th Pass,560000,15000,545000,108,ST,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Communist Party of India
ASHOK KUMAR PATEL,http://myneta.info/2008mp/candidate.php?candidate_id=2335,Mauganj,IND,1,12th Pass,112900,0,112900,71,GEN,REWA,KYMORE PLEATEAU AND SATPURA HILLS,,FALSE,TRUE,Male,Independent
ASHOK MANDLEKAR,http://myneta.info/2008mp/candidate.php?candidate_id=723,Paraswada,INC,0,Others,979465,0,979465,110,GEN,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Indian National Congress
ASHOK MARATHA,http://myneta.info/2008mp/candidate.php?candidate_id=1728,Dhar,SHS,0,12th Pass,50235,0,50235,201,GEN,DHAR,MALWA PLATEAU,,FALSE,FALSE,Male,Shivsena
ASHOK MASRAM,http://myneta.info/2008mp/candidate.php?candidate_id=1348,Baihar,IND,0,12th Pass,24700,0,24700,108,ST,BALAGHAT,CHHATTISGARH PLAINS,,FALSE,FALSE,Male,Independent
